sku,ean,descricao,criado_em,atualizado_em
AL6660,7908713209839,PLAFON QUADRADO DE EMBUTIR - 12W - 6500K - 110V / 220V - AL6660 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6661,7908713209846,PLAFON QUADRADO DE EMBUTIR - 18W - 6500K - 110V / 220V - AL6661 -MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6662,7908713209853,PLAFON QUADRADO DE EMBUTIR - 18W - 4000K - 110V / 220V - AL-6662 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6663,7908713209860,PLAFON QUADRADO DE EMBUTIR - 18W - 3000K - 110V / 220V - AL6663 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6664,7908713209877,PLAFON QUADRADO DE EMBUTIR - 25W - 4000K - 110V / 220V - AL6664 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6665,7908713209884,PLAFON QUADRADO DE EMBUTIR - 25W - 6500K - 110V / 220V - AL6665 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6666,7908713209891,PLAFON REDONDO DE SOBREPOR - 18W - 3000K - 110V / 220V - AL6666 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6667,7908713210033,KIT PLAFON REDONDO DE SOBREPOR - 25W - 110V / 220V - CÓD.: AL6667 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6668,7908713209914,PLAFON REDONDO DE SOBREPOR - 25W - 6500K - 110V / 220V - AL6668 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6669,7908713209921,PLAFON QUADRADO DE SOBREPOR - 18W - 6500K - 110V / 220V - AL6669 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6670,7908713209938,PLAFON QUADRADO DE SOBREPOR - 25W - 6500K - 110V / 220V - AL6670 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6671,7908713210187,PALETEIRA HIDRÁULICA MANUAL RODA DUPLA - COR: LARANJA - CÓD.: AL6671 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6672,7908713210293,KIT 5 ISCAS ARTIFICIAL - CÓDIGO: AL6672 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6673,7908713210309,KIT 5 ISCA ARTIFICIAL SHAD SILICONE TUCUNARÉ ROBALO TRAIRA - CÓD: AL6673 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6674,7908713210316,KIT ISCAS ARTIFICIAIS ZARA 10CM - CÓDIGO: AL6674 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6675,7908713210323,ISCA ARTIFICIAL GLOW 3 GARATÉIAS NOTURNA 11CM 12G LUMINOSA - CÓD: AL6675 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6676,7908713210330,KIT 5 ISCAS CAMARÃO ARTIFICIAIS ROBALO TUCUNARÉ CORVINA COR FOTO - CÓD: AL6676 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6677,7908713212044,ISCA ARTIFICIAL ARTICULADA PARA PESCA - COR: MULTICOLORIDO - CÓD: AL6677 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6678,7908713211979,KIT DE ISCAS ARTIFICIAIS - CÓDIGO: AL6678 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6679,7908713211894,KIT 6 ISCAS ARTIFICIAIS - CÓDIGO: AL6679 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6680,7908713212075,ISCAS ARTIFICAIS TIPO FROG (SAPO) - AL6680 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6681,7908713211986,LANTERNA DE LED PARA CABEÇA - CÓDIGO: AL6681 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6682,7908713212006,BOLSA MATERNIDADE IMPERMEÁVEL TÉRMICA - COR: AZUL MARINHO - CÓD: AL6682- MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6683,7908713212037,BOLSA ESPORTIVA POLIÉSTER RESISTENTE À ÁGUA - CÓD: AL6683 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6685,7908713210422,BOLSA DE MATERNIDADE BEBÊ MENINO MENINA COR ROXA - CÓD: AL6685 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6686,7908713210439,BOLSA - CÓD: AL6686 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6687,7908713210446,KIT BADMINTON 2 RAQUETES + 3 PETECAS C/ BOLSA KIT COMPLETO - CÓD: AL6687 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6688,7908713210453,BOMBA DE AR PARA AQUÁRIO - CÓD: AL6688 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6689,7908713210460,KIT 4 ISCAS ARTIFICIAIS POPPER 5G SUPERFICIE DOURADO - CÓD: AL6689 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6690,7908713210477,FAROL LANTERNA LED DE CABEÇA AJUSTÁVEL COR PRETO - CÓD: AL6690 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6691,7908713210484,KIT 5 UN. SHAD DE SILICONE MOVIMENTO REALISTA COM ANZOL + 5 UN ANZOL - CÓD.: AL6691 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6692,7908713210491,VARA DE PESCAR - CÓDIGO: AL6692 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6693,7908713210507,CARRETEL MOLINETE - CÓD: 6693 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6694,7908713210514,CAIXA DE FERRAMENTAS - CÓD: AL6694 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6695,7908713210521,ALICATE DE FECAPAGEM DE FIO - CÓD: AL6695 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6697,7908713210545,SUPORTE VARA PESCA - CÓD: AL6697 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6698,7908713210552,"2 VARAS TELESCÓPICA DE MÃO LISA 3,00MT FIBRA DE VIDRO PREMIU - CÓD: AL6698 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6699,7908713210569,"VARA TELESCÓPICA 6,00 METROS (1 UNIDADE) - CÓD: AL6699 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL67,7908713205459,CANHAO SLIM 54 LEDS 3W RGBW - CÓD: AL67 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6700,7908713211221,REDE DE DORMIR MOSQUITEIRO AUTOMÁTICA DESCANSO CAMPING - CÓD: AL6700 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6703,7908713210590,KIT CURVADOR TUBOS COBRE ALUMÍNIO CURVADOR - CÓD: AL6703 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6704,7908713210606,MOLA CURVAR TUBO COBRE DOBRAR ALUMINIO 1/4 5/16 3/8 1/2 5/8 - CÓD: AL6704 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6705,7908713210613,GRAMPOS PARA SOLDA PARA-CHOQUE PLÁSTICOS 500 PEÇAS PISTOLA - CÓD: AL6705 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6706,7908713210620,SUPORTE DE PAREDE AÇO MULTIUSO 23KG - COR PRETO - CÓD: AL6706 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6709,7908713210651,BOMBA DE ENCHER MANÔMETRO PNEUS BICICLETA CARRO MOTO 160PSI - CÓD: AL6709 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6710,7908713210668,BOMBA DE AR MANUAL PNEUS BIKE MOTO 160PSI ADAPTADOR VÁLVULA COR PRETO - CÓD: AL6710 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6711,7908713210675,BOMBA DE AR MANUAL PORTÁTIL P/ PISCINA BOIA COLCHAO - CÓD: AL6711 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6712,7908713211238,"CAPA GEL BANCO SELIM, ASSENTO BIKE - ALMOFADA FORRO AJUSTÁVEL - CÓD.: AL6712 - MARCA: LORBEN",2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6713,7908713210682,CAVALETE SUPORTE TRIPE PORTATIL MANUTENÇÃO BIKE MTB GTA - CÓD: AL6713 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6715,7908713210705,CHAVE PARA CORRENTE DE MOTO E BICICLETA TIRAR E COLOCA PINO - CÓD: AL6715 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6716,7908713210712,PAR FITA DE GUIDÃO SLIM SPEED SUPER MACIA EVA TIPO CARBONO - CÓD: AL6716 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6718,7908713210736,RODINHA BIKE INFANTIL PARA MARCHAS CÂMBIO FORTE ARO 16 20 24 - CÓD: AL6718 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6719,7908713210743,RODA LATERAL RODINHA AÇO BICICLETAS ARO 12 AO 20 RODINHA - CÓD: AL6719 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6720,7908713210750,SUPORTE CARAMANHOLA GARRAFA BIKE - CÓD: AL6720 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6721,7908713210767,SUPORTE PORTA GARRAFINHA SQUEEZE BIKE BICICLETA GIRA 360° - CÓD: AL6721 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6722,7908713210774,OCULOS DE CICLISMO - CÓD: AL6722 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6723,7908713210781,OCULOS DE CICLISMO - CÓD: AL6723 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6725,7908713210804,RÁDIO MP3 PARA CARRO - CÓD: AL6725 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6726,7908713210811,BRINQUERO INTERATIVO - ISCA PARA GATOS - CÓD: AL6726 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6727,7908713210828,BRINQUEDO INTERATIVO TÚNEL DE GATO - CÓDIGO: AL6727 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6728,7908713210835,MULTIMETRO - CÓD: AL6728 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6729,7908713210842,OBD SCANNER BLUETOOTH - CÓD: AL6729 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6730,7908713210859,CHAVE DE BICO - CÓD: AL6730 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6731,7908713210866,CARTEIRA - CÓD: AL6731 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6732,7908713210873,CAIXA PARA TRANSPORTE DE ANIMAIS DE ESTIMAÇÃO - CÓDIGO: AL6732 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6733,7908713210880,KIT JOGO EXTRATOR DE BICO INJETOR DIESEL COM 40 PEÇAS - CÓD: AL6733 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6734,7908713210897,DESEMPENADEIRA ELÉTRICA 220V - CÓD: AL6734 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6735,7908713210903,DISJUNTOR PROTETOR SOM AUTOMOTIVO 250A - CÓD: AL6735 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6737,7908713210927,CORTADOR DAS TELHAS DE VIDRO E CERÂMICO MANUAL PORTÁTIL - CÓD: AL6737 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6738,7908713211245,FITA CAMUFLADA TÁTICA MILITAR PARA AIRSOFT PAINTBALL - CÓD: AL6738 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6739,7908713210934,NECESSAIRE PARA VIAGEM COM DIVISÓRIAS ORGANIZADORA FEMININA - CÓD: AL6739 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6740,7908713210941,AERADOR DECANTER E DISPENSER PARA VINHO AUTOMÁTICO PORTÁTIL - CÓD: AL6740 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6741,7908713210958,BANQUINHO MULTIUSO DOBRÁVEL AZUL MULTIKIDS BABY - CÓD: AL6741 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6742,7908713210965,BANQUINHO 1 DEGRAU STEP PARA BANHEIRO PIA E VAZO INFANTIL - CÓD: AL6742 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6743,7908713210972,BANQUINHO INFANTIL P/ HIGIENE DESFRALDE C/ 2 DEGRAUS - CÓD: AL6743 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6744,7908713210989,PLACA GRAMA ARTIFICIAL PERSONALIZADO 40X60 - CÓD: AL6744 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6745,7908713210996,PORTA CHAVE - CÓD: AL6745 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6746,7908713211009,TAPETE REFRESCANTE GELADO PARA CACHORRO GATO - CÓD: AL6746 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6747,7908713211016,TAPETE REFRESCANTE GELADO P/ CÃES 50X90 - CÓD: AL6747 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6748,7908713211023,GRAMPO SARGENTO TIPO F AÇO MARCENARIA 4UN - CÓD: AL6748 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6749,7908713211030,GRAMPO SARGENTO TIPO F AÇO 8POL MARCENARIA 4UN - CÓD: AL6749 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6750,7908713211047,GRAMPO SARGENTO TIPO F AÇO 12POL MARCENARIA 2P - CÓD: AL6750 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6751,7908713211054,GRAMPO SARGENTO TIPO F AÇO 40POL MARCENARIA 2P - CÓD: AL6751 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6752,7908713211061,MINI VENTILADOR AUTOMOTIVO 24V DUPLO CAMINHÃO ÔNIBUS CARRO - CÓD: AL6752 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6752-12,7908713211061,MINI VENTILADOR AUTOMOTIVO 24V DUPLO CAMINHÃO ÔNIBUS CARRO - CÓD: AL6752 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6752-24,7908713211832,MINI VENTILADOR AUTOMOTIVO 24V DUPLO CAMINHÃO ÔNIBUS CARRO - CÓD: AL6752-24 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6753,7908713211078,KIT DE SOBREVIVÊNCIA DE VÁRIAS FERRAMENTAS DE EMERGÊNCIA - CÓD: AL6753 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6754,7908713211085,SUPORTE DE CAMERA - CÓD: AL6754 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6755,7908713211092,CARRETEL - CÓD: AL6755 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6757,7908713212020,DISCO SERRA CIRCULAR PARA MADEIRA - COR: PRETO - CÓD: AL6757 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6759,7908713211122,DISCO DE ENXADA ROTATIVA - CÓD: AL6759 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6760,7908713211146,COROA ENGRENAGEM - CÓD: AL6760 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6761-16-100,7908713211825,DISCO REBOLO ESMERILHADEIRA - CÓD: AL6761-16-100 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6761-22-100,7908713211153,DISCO REBOLO ESMERILHADEIRA - CÓD: AL6761-22-100 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6762,7908713211160,LIXA ELETRICA DE UNHA - CÓD: AL6762 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6764,7908713211184,COLCHÃO INFLÁVEL - CÓD: AL6764 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6765,7908713211191,PLACA DE POLIMENTO - CÓD: AL6765 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6767,7908713211214,CABECOTE TRIMMER DE CORRENTE PARA ROÇADEIRA - CÓD: AL6767 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6768-3000-12,7908713211580,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - COD.: AL6768-3000-12 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6768-3000-15,7908713211603,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - COD.: AL6768-3000-15 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6768-3000-9,7908713211573,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - COD.: AL6768-3000-9 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6768-400-18,7908713211887,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - COD.: AL6768-400-18 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6768-4000-15,7908713211597,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - COD.: AL6768-4000-15 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6768-6500-3,7908713211542,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - COD.: AL6768-6500-3 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6768-6500-6,7908713211559,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - COD.: AL6768-6500-6 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6768-6500-9,7908713211566,PLAFON LED DE EMBUTIR REDONDO - COR: BRANCO - COD.: AL6768-6500-9 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6769-3000-15,7908713211429,PLAFON LED DE EMBUTIR QUADRADO 15W - CÓDIGO: AL6769-3000-15 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6769-3000-18,7908713211795,PLAFON LED DE EMBUTIR QUADRADO 15W - CÓDIGO: AL6769-3000-18 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6769-6500-12,7908713211399,PLAFON LED DE EMBUTIR QUADRADO 15W - CÓDIGO: AL6769-6500-12 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6769-6500-15,7908713211412,PLAFON LED DE EMBUTIR QUADRADO 15W - CÓDIGO: AL6769-6500-15 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6769-6500-18,7908713211436,PLAFON LED DE EMBUTIR QUADRADO 15W - CÓDIGO: AL6769-6500-18 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6769-6500-3,7908713211344,PLAFON LED DE EMBUTIR QUADRADO 15W - CÓDIGO: AL6769-6500-3 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6769-6500-6,7908713211641,PLAFON LED DE EMBUTIR QUADRADO 15W - CÓDIGO: AL6769-6500-6 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6769-6500-9,7908713211658,PLAFON LED DE EMBUTIR QUADRADO 15W - CÓDIGO: AL6769-6500-9 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6770-200,7908713211719,XÍCARA DE VIDRO DUPLO 200ML - CÓDIGO.: AL6770-200 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6770-250,7908713211726,XÍCARA DE VIDRO DUPLO 250ML - CÓDIGO.: AL6770-250 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6770-80,7908713211702,XÍCARA DE VIDRO DUPLO 80ML - CÓDIGO.: AL6770-80 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6771,7908713212013,ROLOS DE BANNER FLEXÍVEL DE PVC - COMPRIMENTO: 50 METROS - CÓD: AL6771 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6772,7908713212068,ABRAÇADEIRAS DE NYLON - COR: PRETO - CÓD: 6772 - MARCA: LORBEN.,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL6773,7908713212051,ILHÓS DE METAL PÉ ALTO COM BORDA LARGA - COR: PRATA - CÓD: AL6773 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL68,7908713205466,CANHÃO SLIM 36 LEDS - CÓD: AL68 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL681,7908713205763,DISCO FRESA 60 DENTES DE TITÂNIO - CÓD: AL681 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL683,7908713206890,CHAVE MICHA TETRA - CÓD: AL683 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL687-BR,7908713208627,MOCHILA ASTRONAUTA BOLSA TRANSPORTE CÃES GATOS PET - CÓDIGO: AL687-BR - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL690,7908713208610,PLASTIFICADORA LAMINADORA POLISELADORA A3 - CÓD: AL690 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL697,7908713201161,ALIMENTADOR AUTOMATICO DE PEIXES AF2009D - CÓD: AL697 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL715,7908713201208,ALÇA DUPLA CAMERA FILMADORA ESTUDIO - CÓD: AL715 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL716,7908713205770,ALÇA DE OMBRO LATERAL PARA CAMERA FOTOGRAFICA - COR: PRETO - CÓD: AL716 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL759,7908713206883,COFRE DE FERRO GRANDE 42X38X20 CM - COR: BRANCO - CÓD: AL759 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL774,7908713205787,MANDOLINE FATIADOR PROFISSION 18 TIPOS DE CORTE AÇO INOX - CÓD: 774 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL777-1,7908713207248,SELADORA DE EMBALAGEM 110V - TAMANHO: 30X11X7CM - CÓD:AL777-1 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL777-2,7908713207231,SELADORA DE EMBALAGEM 220V - TAMANHO: 30X11X7CM - CÓD:AL777-2 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL778-1,7908713207217,SELADORA MANUAL 30CM 400W 110V - CÓD 778-1 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL778-2,7908713203332,SELADORA MANUAL 30CM 400W 220V - CÓD 778-2,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL782-1,7908713207194,SELADORA MANUAL 10CM 150W 110V - CÓD AL782-1 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL782-2,7908713203349,SELADORA MANUAL 10CM 150W 220V - CÓD AL782-2,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL784,7908713201239,KIT TESTE ARREFECIMENTO RADIADOR 18 PEÇAS ABERTO E SELADO - CÓD: AL784 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL808,7908713208580,REFRATOMETRO BRIX E GRAVIDADE ESPECÍFICA REFRACAO 3 ESCALAS PROFISSIONAL - CÓD: AL808 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL809,7908713211917,REFRATÔMETRO 3 ESCALAS PROFISSIONAIS - CÓD: AL809 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL812,7908713208573,BRAÇO ARTICULADO SUPORTE DE MICROFONE DE MESA - CÓDIGO: AL812 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL820,7908713208566,FAROL MILHA UNIVERSAL LED CREE U5 - AL820 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL821,7908713211498,PAR FAROL MILHA LED MOTO UNIVERSAL ALUMINIO U7- CÓD: 821 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
AL824,7908713208559,MEDIDOR DE COMPRESSÃO DE CILINDRO - CÓD.: AL824 - MARCA: LORBEN,2026-03-12T09:59:23.662344,2026-03-12T09:59:23.662344
